"","count_perceptionPretestResponse","percepPretestA","percepPretestB","response_perceptionPretestResponse","subject_nr","audio","title","prepost","count_perceptionPostTestResponse","perceptionPostTestOptionA","perceptionPostTestOptionB","response_perceptionPostTestResponse","contrast","stepOnCon","BB","AF","responseV","count","pair"
"2301",NA,NA,NA,NA,"55","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","post",42,"kek","kik","E","IE","3","BB","MN","I",42,"kik-kek"
"2302",NA,NA,NA,NA,"55","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","post",44,"kek","kik","E","IE","5","BB","MN","I",44,"kik-kek"
"2303",NA,NA,NA,NA,"55","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","post",47,"kek","kik","E","IE","4","BB","MN","I",47,"kik-kek"
"2304",NA,NA,NA,NA,"55","sik-sec7.wav","BB-MN-AF","post",48,"sik","sec","E","IE","7","BB","MN","E",48,"sik-sec"
"2305",NA,NA,NA,NA,"55","sik-sec3.wav","BB-MN-AF","post",53,"sik","sec","A","IE","3","BB","MN","I",53,"sik-sec"
"2306",NA,NA,NA,NA,"55","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","post",55,"kek","kik","A","IE","7","BB","MN","E",55,"kik-kek"
"2307",NA,NA,NA,NA,"55","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","post",57,"pip","pep","E","IE","6","BB","MN","E",57,"pip-pep"
"2308",NA,NA,NA,NA,"55","sik-sec1.wav","BB-MN-AF","post",62,"sik","sec","A","IE","1","BB","MN","I",62,"sik-sec"
"2309",NA,NA,NA,NA,"55","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","post",79,"kek","kik","E","IE","2","BB","MN","I",79,"kik-kek"
"2310",NA,NA,NA,NA,"55","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","post",81,"kek","kik","E","IE","6","BB","MN","I",81,"kik-kek"
"2311",0,"sik","sec","E","56","sik-sec7.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",0,"sik-sec"
"2312",1,"sik","sec","A","56","sik-sec3.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",1,"sik-sec"
"2313",4,"sik","sec","A","56","sik-sec4.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","I",4,"sik-sec"
"2314",14,"sik","sec","E","56","sik-sec6.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",14,"sik-sec"
"2315",17,"kek","kik","A","56","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",17,"kik-kek"
"2316",25,"pip","pep","E","56","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",25,"pip-pep"
"2317",26,"sik","sec","E","56","sik-sec5.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",26,"sik-sec"
"2318",29,"kek","kik","A","56","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",29,"kik-kek"
"2319",36,"sik","sec","A","56","sik-sec1.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",36,"sik-sec"
"2320",38,"kek","kik","E","56","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",38,"kik-kek"
"2321",44,"pip","pep","A","56","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",44,"pip-pep"
"2322",45,"pip","pep","A","56","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",45,"pip-pep"
"2323",46,"pip","pep","E","56","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",46,"pip-pep"
"2324",52,"pip","pep","A","56","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","I",52,"pip-pep"
"2325",55,"kek","kik","A","56","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",55,"kik-kek"
"2326",59,"sik","sec","A","56","sik-sec2.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",59,"sik-sec"
"2327",60,"pip","pep","A","56","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",60,"pip-pep"
"2328",62,"kek","kik","E","56","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",62,"kik-kek"
"2329",71,"kek","kik","A","56","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",71,"kik-kek"
"2330",76,"pip","pep","E","56","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",76,"pip-pep"
"2331",77,"kek","kik","E","56","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",77,"kik-kek"
"2332",NA,NA,NA,NA,"56","sik-sec3.wav","NB-AF-MN","post",0,"sik","sec","A","IE","3","NB","AF","I",0,"sik-sec"
"2333",NA,NA,NA,NA,"56","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","post",9,"pip","pep","A","IE","3","NB","AF","I",9,"pip-pep"
"2334",NA,NA,NA,NA,"56","sik-sec6.wav","NB-AF-MN","post",10,"sik","sec","E","IE","6","NB","AF","E",10,"sik-sec"
"2335",NA,NA,NA,NA,"56","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","post",15,"pip","pep","E","IE","6","NB","AF","E",15,"pip-pep"
"2336",NA,NA,NA,NA,"56","sik-sec1.wav","NB-AF-MN","post",23,"sik","sec","A","IE","1","NB","AF","I",23,"sik-sec"
"2337",NA,NA,NA,NA,"56","sik-sec5.wav","NB-AF-MN","post",31,"sik","sec","E","IE","5","NB","AF","E",31,"sik-sec"
"2338",NA,NA,NA,NA,"56","sik-sec2.wav","NB-AF-MN","post",36,"sik","sec","A","IE","2","NB","AF","I",36,"sik-sec"
"2339",NA,NA,NA,NA,"56","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","post",46,"kek","kik","E","IE","3","NB","AF","I",46,"kik-kek"
"2340",NA,NA,NA,NA,"56","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","post",47,"kek","kik","E","IE","1","NB","AF","I",47,"kik-kek"
"2341",NA,NA,NA,NA,"56","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","post",49,"pip","pep","E","IE","4","NB","AF","E",49,"pip-pep"
"2342",NA,NA,NA,NA,"56","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","post",51,"pip","pep","E","IE","7","NB","AF","E",51,"pip-pep"
"2343",NA,NA,NA,NA,"56","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","post",59,"pip","pep","A","IE","1","NB","AF","I",59,"pip-pep"
"2344",NA,NA,NA,NA,"56","sik-sec7.wav","NB-AF-MN","post",62,"sik","sec","E","IE","7","NB","AF","E",62,"sik-sec"
"2345",NA,NA,NA,NA,"56","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","post",69,"kek","kik","A","IE","6","NB","AF","E",69,"kik-kek"
"2346",NA,NA,NA,NA,"56","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","post",70,"kek","kik","E","IE","4","NB","AF","I",70,"kik-kek"
"2347",NA,NA,NA,NA,"56","sik-sec4.wav","NB-AF-MN","post",72,"sik","sec","E","IE","4","NB","AF","E",72,"sik-sec"
"2348",NA,NA,NA,NA,"56","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","post",73,"kek","kik","A","IE","7","NB","AF","E",73,"kik-kek"
"2349",NA,NA,NA,NA,"56","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","post",74,"kek","kik","E","IE","2","NB","AF","I",74,"kik-kek"
"2350",NA,NA,NA,NA,"56","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","post",75,"pip","pep","A","IE","2","NB","AF","I",75,"pip-pep"
"2351",NA,NA,NA,NA,"56","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","post",76,"pip","pep","E","IE","5","NB","AF","E",76,"pip-pep"
"2352",NA,NA,NA,NA,"56","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","post",81,"kek","kik","A","IE","5","NB","AF","E",81,"kik-kek"
"2353",2,"kek","kik","A","57","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",2,"kik-kek"
"2354",4,"kek","kik","E","57","kik-kek_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","I",4,"kik-kek"
"2355",9,"kek","kik","E","57","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","I",9,"kik-kek"
"2356",14,"pip","pep","E","57","pip-pep_continuumStep_7_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",14,"pip-pep"
"2357",22,"sik","sec","A","57","sik-sec3.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",22,"sik-sec"
"2358",26,"pip","pep","E","57","pip-pep_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",26,"pip-pep"
"2359",28,"pip","pep","A","57","pip-pep_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",28,"pip-pep"
"2360",33,"pip","pep","A","57","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",33,"pip-pep"
"2361",38,"kek","kik","E","57","kik-kek_continuumStep_2_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",38,"kik-kek"
"2362",43,"pip","pep","A","57","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","I",43,"pip-pep"
"2363",48,"sik","sec","E","57","sik-sec6.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",48,"sik-sec"
"2364",54,"pip","pep","E","57","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",54,"pip-pep"
"2365",55,"sik","sec","E","57","sik-sec5.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",55,"sik-sec"
"2366",57,"sik","sec","A","57","sik-sec1.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",57,"sik-sec"
"2367",58,"sik","sec","E","57","sik-sec4.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","E",58,"sik-sec"
"2368",59,"pip","pep","A","57","pip-pep_continuumStep_1_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",59,"pip-pep"
"2369",61,"kek","kik","E","57","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",61,"kik-kek"
"2370",62,"kek","kik","A","57","kik-kek_continuumStep_6_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",62,"kik-kek"
"2371",64,"sik","sec","A","57","sik-sec2.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",64,"sik-sec"
"2372",80,"kek","kik","E","57","kik-kek_continuumStep_1_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",80,"kik-kek"
"2373",82,"sik","sec","E","57","sik-sec7.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",82,"sik-sec"
"2374",NA,NA,NA,NA,"57","pip-pep_continuumStep_1_stereo.wav","NB-MN-AF","post",0,"pip","pep","A","IE","1","NB","MN","I",0,"pip-pep"
"2375",NA,NA,NA,NA,"57","kik-kek_continuumStep_4_stereo.wav","NB-MN-AF","post",2,"kek","kik","E","IE","4","NB","MN","I",2,"kik-kek"
"2376",NA,NA,NA,NA,"57","pip-pep_continuumStep_7_stereo.wav","NB-MN-AF","post",7,"pip","pep","E","IE","7","NB","MN","E",7,"pip-pep"
"2377",NA,NA,NA,NA,"57","kik-kek_continuumStep_2_stereo.wav","NB-MN-AF","post",10,"kek","kik","E","IE","2","NB","MN","I",10,"kik-kek"
"2378",NA,NA,NA,NA,"57","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","post",14,"kek","kik","A","IE","7","NB","MN","E",14,"kik-kek"
"2379",NA,NA,NA,NA,"57","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","post",19,"kek","kik","A","IE","5","NB","MN","E",19,"kik-kek"
"2380",NA,NA,NA,NA,"57","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","post",24,"pip","pep","A","IE","2","NB","MN","I",24,"pip-pep"
"2381",NA,NA,NA,NA,"57","sik-sec7.wav","NB-MN-AF","post",31,"sik","sec","E","IE","7","NB","MN","E",31,"sik-sec"
"2382",NA,NA,NA,NA,"57","sik-sec2.wav","NB-MN-AF","post",34,"sik","sec","A","IE","2","NB","MN","I",34,"sik-sec"
"2383",NA,NA,NA,NA,"57","kik-kek_continuumStep_1_stereo.wav","NB-MN-AF","post",40,"kek","kik","E","IE","1","NB","MN","I",40,"kik-kek"
"2384",NA,NA,NA,NA,"57","pip-pep_continuumStep_5_stereo.wav","NB-MN-AF","post",43,"pip","pep","E","IE","5","NB","MN","E",43,"pip-pep"
"2385",NA,NA,NA,NA,"57","pip-pep_continuumStep_3_stereo.wav","NB-MN-AF","post",51,"pip","pep","A","IE","3","NB","MN","I",51,"pip-pep"
"2386",NA,NA,NA,NA,"57","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","post",54,"kek","kik","E","IE","3","NB","MN","I",54,"kik-kek"
"2387",NA,NA,NA,NA,"57","sik-sec1.wav","NB-MN-AF","post",55,"sik","sec","A","IE","1","NB","MN","I",55,"sik-sec"
"2388",NA,NA,NA,NA,"57","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","post",60,"pip","pep","E","IE","4","NB","MN","E",60,"pip-pep"
"2389",NA,NA,NA,NA,"57","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","post",65,"pip","pep","E","IE","6","NB","MN","E",65,"pip-pep"
"2390",NA,NA,NA,NA,"57","kik-kek_continuumStep_6_stereo.wav","NB-MN-AF","post",68,"kek","kik","A","IE","6","NB","MN","E",68,"kik-kek"
"2391",NA,NA,NA,NA,"57","sik-sec6.wav","NB-MN-AF","post",73,"sik","sec","E","IE","6","NB","MN","E",73,"sik-sec"
"2392",NA,NA,NA,NA,"57","sik-sec5.wav","NB-MN-AF","post",78,"sik","sec","E","IE","5","NB","MN","E",78,"sik-sec"
"2393",NA,NA,NA,NA,"57","sik-sec4.wav","NB-MN-AF","post",81,"sik","sec","E","IE","4","NB","MN","E",81,"sik-sec"
"2394",NA,NA,NA,NA,"57","sik-sec3.wav","NB-MN-AF","post",83,"sik","sec","E","IE","3","NB","MN","E",83,"sik-sec"
"2395",3,"sik","sec","A","58","sik-sec2.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",3,"sik-sec"
"2396",7,"kek","kik","E","58","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",7,"kik-kek"
"2397",14,"sik","sec","A","58","sik-sec1.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",14,"sik-sec"
"2398",15,"sik","sec","E","58","sik-sec4.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",15,"sik-sec"
"2399",19,"pip","pep","A","58","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",19,"pip-pep"
"2400",21,"kek","kik","E","58","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",21,"kik-kek"
"2401",22,"pip","pep","E","58","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",22,"pip-pep"
"2402",24,"pip","pep","E","58","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",24,"pip-pep"
"2403",31,"pip","pep","E","58","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",31,"pip-pep"
"2404",32,"sik","sec","A","58","sik-sec3.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",32,"sik-sec"
"2405",37,"kek","kik","E","58","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",37,"kik-kek"
"2406",39,"sik","sec","E","58","sik-sec7.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",39,"sik-sec"
"2407",40,"pip","pep","E","58","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",40,"pip-pep"
"2408",44,"kek","kik","E","58","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",44,"kik-kek"
"2409",47,"kek","kik","E","58","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","I",47,"kik-kek"
"2410",65,"sik","sec","E","58","sik-sec5.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",65,"sik-sec"
"2411",66,"sik","sec","E","58","sik-sec6.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",66,"sik-sec"
"2412",67,"pip","pep","A","58","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",67,"pip-pep"
"2413",72,"pip","pep","A","58","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",72,"pip-pep"
"2414",74,"kek","kik","E","58","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","I",74,"kik-kek"
"2415",76,"kek","kik","E","58","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","I",76,"kik-kek"
"2416",NA,NA,NA,NA,"58","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","post",7,"pip","pep","E","IE","6","BB","AF","E",7,"pip-pep"
"2417",NA,NA,NA,NA,"58","sik-sec4.wav","BB-AF-MN","post",12,"sik","sec","E","IE","4","BB","AF","E",12,"sik-sec"
"2418",NA,NA,NA,NA,"58","sik-sec5.wav","BB-AF-MN","post",13,"sik","sec","E","IE","5","BB","AF","E",13,"sik-sec"
"2419",NA,NA,NA,NA,"58","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","post",14,"kek","kik","E","IE","3","BB","AF","I",14,"kik-kek"
"2420",NA,NA,NA,NA,"58","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","post",15,"kek","kik","E","IE","5","BB","AF","I",15,"kik-kek"
"2421",NA,NA,NA,NA,"58","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","post",18,"pip","pep","A","IE","1","BB","AF","I",18,"pip-pep"
"2422",NA,NA,NA,NA,"58","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","post",20,"pip","pep","E","IE","4","BB","AF","E",20,"pip-pep"
"2423",NA,NA,NA,NA,"58","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","post",23,"kek","kik","E","IE","2","BB","AF","I",23,"kik-kek"
"2424",NA,NA,NA,NA,"58","sik-sec2.wav","BB-AF-MN","post",24,"sik","sec","A","IE","2","BB","AF","I",24,"sik-sec"
"2425",NA,NA,NA,NA,"58","sik-sec7.wav","BB-AF-MN","post",25,"sik","sec","E","IE","7","BB","AF","E",25,"sik-sec"
"2426",NA,NA,NA,NA,"58","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","post",31,"pip","pep","E","IE","7","BB","AF","E",31,"pip-pep"
"2427",NA,NA,NA,NA,"58","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","post",34,"kek","kik","E","IE","6","BB","AF","I",34,"kik-kek"
"2428",NA,NA,NA,NA,"58","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","post",35,"pip","pep","E","IE","5","BB","AF","E",35,"pip-pep"
"2429",NA,NA,NA,NA,"58","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","post",38,"pip","pep","A","IE","3","BB","AF","I",38,"pip-pep"
"2430",NA,NA,NA,NA,"58","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","post",39,"kek","kik","E","IE","1","BB","AF","I",39,"kik-kek"
"2431",NA,NA,NA,NA,"58","sik-sec1.wav","BB-AF-MN","post",54,"sik","sec","A","IE","1","BB","AF","I",54,"sik-sec"
"2432",NA,NA,NA,NA,"58","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","post",56,"pip","pep","A","IE","2","BB","AF","I",56,"pip-pep"
"2433",NA,NA,NA,NA,"58","sik-sec3.wav","BB-AF-MN","post",58,"sik","sec","A","IE","3","BB","AF","I",58,"sik-sec"
"2434",NA,NA,NA,NA,"58","sik-sec6.wav","BB-AF-MN","post",61,"sik","sec","E","IE","6","BB","AF","E",61,"sik-sec"
"2435",NA,NA,NA,NA,"58","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","post",66,"kek","kik","E","IE","4","BB","AF","I",66,"kik-kek"
"2436",NA,NA,NA,NA,"58","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","post",72,"kek","kik","E","IE","7","BB","AF","I",72,"kik-kek"
"2437",3,"kek","kik","E","59","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",3,"kik-kek"
"2438",7,"kek","kik","A","59","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",7,"kik-kek"
"2439",8,"kek","kik","A","59","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",8,"kik-kek"
"2440",10,"sik","sec","E","59","sik-sec5.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",10,"sik-sec"
"2441",11,"pip","pep","A","59","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",11,"pip-pep"
"2442",16,"pip","pep","E","59","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",16,"pip-pep"
"2443",27,"sik","sec","E","59","sik-sec7.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",27,"sik-sec"
"2444",28,"kek","kik","A","59","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",28,"kik-kek"
"2445",32,"kek","kik","A","59","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",32,"kik-kek"
"2446",36,"pip","pep","A","59","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",36,"pip-pep"
"2447",38,"pip","pep","A","59","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",38,"pip-pep"
"2448",40,"sik","sec","E","59","sik-sec6.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",40,"sik-sec"
"2449",47,"pip","pep","A","59","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","I",47,"pip-pep"
"2450",52,"sik","sec","A","59","sik-sec2.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",52,"sik-sec"
"2451",56,"sik","sec","A","59","sik-sec1.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",56,"sik-sec"
"2452",62,"kek","kik","E","59","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",62,"kik-kek"
"2453",64,"pip","pep","E","59","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",64,"pip-pep"
"2454",66,"pip","pep","E","59","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",66,"pip-pep"
"2455",69,"kek","kik","E","59","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",69,"kik-kek"
"2456",75,"sik","sec","A","59","sik-sec3.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",75,"sik-sec"
"2457",78,"sik","sec","E","59","sik-sec4.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",78,"sik-sec"
"2458",NA,NA,NA,NA,"59","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","post",4,"pip","pep","A","IE","4","BB","MN","I",4,"pip-pep"
"2459",NA,NA,NA,NA,"59","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","post",6,"kek","kik","A","IE","6","BB","MN","E",6,"kik-kek"
"2460",NA,NA,NA,NA,"59","sik-sec7.wav","BB-MN-AF","post",12,"sik","sec","E","IE","7","BB","MN","E",12,"sik-sec"
"2461",NA,NA,NA,NA,"59","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","post",14,"pip","pep","E","IE","5","BB","MN","E",14,"pip-pep"
"2462",NA,NA,NA,NA,"59","sik-sec5.wav","BB-MN-AF","post",15,"sik","sec","E","IE","5","BB","MN","E",15,"sik-sec"
"2463",NA,NA,NA,NA,"59","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","post",17,"kek","kik","A","IE","5","BB","MN","E",17,"kik-kek"
"2464",NA,NA,NA,NA,"59","sik-sec2.wav","BB-MN-AF","post",22,"sik","sec","A","IE","2","BB","MN","I",22,"sik-sec"
"2465",NA,NA,NA,NA,"59","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","post",26,"pip","pep","E","IE","7","BB","MN","E",26,"pip-pep"
"2466",NA,NA,NA,NA,"59","sik-sec1.wav","BB-MN-AF","post",37,"sik","sec","A","IE","1","BB","MN","I",37,"sik-sec"
"2467",NA,NA,NA,NA,"59","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","post",42,"pip","pep","A","IE","2","BB","MN","I",42,"pip-pep"
"2468",NA,NA,NA,NA,"59","sik-sec6.wav","BB-MN-AF","post",57,"sik","sec","E","IE","6","BB","MN","E",57,"sik-sec"
"2469",NA,NA,NA,NA,"59","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","post",58,"kek","kik","A","IE","7","BB","MN","E",58,"kik-kek"
