"","count_perceptionPretestResponse","percepPretestA","percepPretestB","response_perceptionPretestResponse","subject_nr","audio","title","prepost","count_perceptionPostTestResponse","perceptionPostTestOptionA","perceptionPostTestOptionB","response_perceptionPostTestResponse","contrast","stepOnCon","BB","AF","responseV","count","pair"
"1130",NA,NA,NA,NA,"27","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","post",62,"pip","pep","A","IE","2","NB","MN","I",62,"pip-pep"
"1131",NA,NA,NA,NA,"27","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","post",63,"pip","pep","A","IE","6","NB","MN","I",63,"pip-pep"
"1132",NA,NA,NA,NA,"27","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","post",64,"kek","kik","E","IE","5","NB","MN","I",64,"kik-kek"
"1133",NA,NA,NA,NA,"27","sik-sec6.wav","NB-MN-AF","post",70,"sik","sec","E","IE","6","NB","MN","E",70,"sik-sec"
"1134",NA,NA,NA,NA,"27","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","post",75,"kek","kik","A","IE","7","NB","MN","E",75,"kik-kek"
"1135",2,"pip","pep","E","28","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",2,"pip-pep"
"1136",3,"sik","sec","A","28","sik-sec3.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",3,"sik-sec"
"1137",4,"kek","kik","A","28","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",4,"kik-kek"
"1138",10,"sik","sec","E","28","sik-sec4.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",10,"sik-sec"
"1139",12,"kek","kik","E","28","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",12,"kik-kek"
"1140",16,"pip","pep","E","28","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",16,"pip-pep"
"1141",17,"kek","kik","A","28","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",17,"kik-kek"
"1142",19,"kek","kik","E","28","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",19,"kik-kek"
"1143",21,"pip","pep","E","28","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","E",21,"pip-pep"
"1144",26,"sik","sec","E","28","sik-sec5.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",26,"sik-sec"
"1145",34,"pip","pep","E","28","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",34,"pip-pep"
"1146",37,"pip","pep","A","28","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",37,"pip-pep"
"1147",44,"kek","kik","A","28","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",44,"kik-kek"
"1148",49,"pip","pep","E","28","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",49,"pip-pep"
"1149",50,"kek","kik","E","28","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","I",50,"kik-kek"
"1150",53,"sik","sec","A","28","sik-sec1.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",53,"sik-sec"
"1151",56,"sik","sec","A","28","sik-sec2.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",56,"sik-sec"
"1152",66,"sik","sec","E","28","sik-sec7.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",66,"sik-sec"
"1153",81,"pip","pep","A","28","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",81,"pip-pep"
"1154",82,"kek","kik","E","28","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",82,"kik-kek"
"1155",83,"sik","sec","E","28","sik-sec6.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",83,"sik-sec"
"1156",NA,NA,NA,NA,"28","sik-sec7.wav","BB-MN-AF","post",1,"sik","sec","E","IE","7","BB","MN","E",1,"sik-sec"
"1157",NA,NA,NA,NA,"28","sik-sec4.wav","BB-MN-AF","post",14,"sik","sec","E","IE","4","BB","MN","E",14,"sik-sec"
"1158",NA,NA,NA,NA,"28","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","post",17,"kek","kik","E","IE","4","BB","MN","I",17,"kik-kek"
"1159",NA,NA,NA,NA,"28","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","post",22,"pip","pep","E","IE","6","BB","MN","E",22,"pip-pep"
"1160",NA,NA,NA,NA,"28","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","post",29,"pip","pep","E","IE","4","BB","MN","E",29,"pip-pep"
"1161",NA,NA,NA,NA,"28","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","post",31,"kek","kik","A","IE","7","BB","MN","E",31,"kik-kek"
"1162",NA,NA,NA,NA,"28","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","post",32,"pip","pep","A","IE","2","BB","MN","I",32,"pip-pep"
"1163",NA,NA,NA,NA,"28","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","post",34,"pip","pep","E","IE","7","BB","MN","E",34,"pip-pep"
"1164",NA,NA,NA,NA,"28","sik-sec3.wav","BB-MN-AF","post",42,"sik","sec","A","IE","3","BB","MN","I",42,"sik-sec"
"1165",NA,NA,NA,NA,"28","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","post",43,"kek","kik","A","IE","6","BB","MN","E",43,"kik-kek"
"1166",NA,NA,NA,NA,"28","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","post",44,"pip","pep","A","IE","3","BB","MN","I",44,"pip-pep"
"1167",NA,NA,NA,NA,"28","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","post",45,"kek","kik","E","IE","2","BB","MN","I",45,"kik-kek"
"1168",NA,NA,NA,NA,"28","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","post",50,"kek","kik","A","IE","5","BB","MN","E",50,"kik-kek"
"1169",NA,NA,NA,NA,"28","sik-sec1.wav","BB-MN-AF","post",55,"sik","sec","A","IE","1","BB","MN","I",55,"sik-sec"
"1170",NA,NA,NA,NA,"28","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","post",63,"pip","pep","A","IE","1","BB","MN","I",63,"pip-pep"
"1171",NA,NA,NA,NA,"28","sik-sec5.wav","BB-MN-AF","post",64,"sik","sec","E","IE","5","BB","MN","E",64,"sik-sec"
"1172",NA,NA,NA,NA,"28","sik-sec2.wav","BB-MN-AF","post",71,"sik","sec","A","IE","2","BB","MN","I",71,"sik-sec"
"1173",NA,NA,NA,NA,"28","sik-sec6.wav","BB-MN-AF","post",76,"sik","sec","E","IE","6","BB","MN","E",76,"sik-sec"
"1174",NA,NA,NA,NA,"28","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","post",77,"kek","kik","E","IE","3","BB","MN","I",77,"kik-kek"
"1175",NA,NA,NA,NA,"28","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","post",78,"pip","pep","E","IE","5","BB","MN","E",78,"pip-pep"
"1176",NA,NA,NA,NA,"28","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","post",82,"kek","kik","E","IE","1","BB","MN","I",82,"kik-kek"
"1177",4,"pip","pep","A","29","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",4,"pip-pep"
"1178",14,"kek","kik","A","29","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",14,"kik-kek"
"1179",21,"kek","kik","A","29","kik-kek_continuumStep_6_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",21,"kik-kek"
"1180",22,"sik","sec","A","29","sik-sec1.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",22,"sik-sec"
"1181",23,"sik","sec","E","29","sik-sec6.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",23,"sik-sec"
"1182",25,"pip","pep","E","29","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",25,"pip-pep"
"1183",27,"sik","sec","E","29","sik-sec5.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",27,"sik-sec"
"1184",30,"kek","kik","E","29","kik-kek_continuumStep_2_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",30,"kik-kek"
"1185",32,"pip","pep","E","29","pip-pep_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",32,"pip-pep"
"1186",34,"kek","kik","A","29","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",34,"kik-kek"
"1187",35,"pip","pep","A","29","pip-pep_continuumStep_1_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",35,"pip-pep"
"1188",46,"pip","pep","E","29","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","E",46,"pip-pep"
"1189",49,"sik","sec","E","29","sik-sec7.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",49,"sik-sec"
"1190",58,"kek","kik","E","29","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",58,"kik-kek"
"1191",59,"sik","sec","A","29","sik-sec3.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",59,"sik-sec"
"1192",66,"pip","pep","E","29","pip-pep_continuumStep_7_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",66,"pip-pep"
"1193",68,"sik","sec","E","29","sik-sec4.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","E",68,"sik-sec"
"1194",71,"kek","kik","E","29","kik-kek_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","I",71,"kik-kek"
"1195",72,"kek","kik","E","29","kik-kek_continuumStep_1_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",72,"kik-kek"
"1196",79,"sik","sec","A","29","sik-sec2.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",79,"sik-sec"
"1197",83,"pip","pep","A","29","pip-pep_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",83,"pip-pep"
"1198",NA,NA,NA,NA,"29","pip-pep_continuumStep_5_stereo.wav","NB-MN-AF","post",2,"pip","pep","E","IE","5","NB","MN","E",2,"pip-pep"
"1199",NA,NA,NA,NA,"29","kik-kek_continuumStep_2_stereo.wav","NB-MN-AF","post",6,"kek","kik","E","IE","2","NB","MN","I",6,"kik-kek"
"1200",NA,NA,NA,NA,"29","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","post",13,"pip","pep","E","IE","4","NB","MN","E",13,"pip-pep"
"1201",NA,NA,NA,NA,"29","sik-sec7.wav","NB-MN-AF","post",17,"sik","sec","E","IE","7","NB","MN","E",17,"sik-sec"
"1202",NA,NA,NA,NA,"29","kik-kek_continuumStep_6_stereo.wav","NB-MN-AF","post",19,"kek","kik","A","IE","6","NB","MN","E",19,"kik-kek"
"1203",NA,NA,NA,NA,"29","sik-sec1.wav","NB-MN-AF","post",26,"sik","sec","A","IE","1","NB","MN","I",26,"sik-sec"
"1204",NA,NA,NA,NA,"29","pip-pep_continuumStep_7_stereo.wav","NB-MN-AF","post",28,"pip","pep","E","IE","7","NB","MN","E",28,"pip-pep"
"1205",NA,NA,NA,NA,"29","kik-kek_continuumStep_1_stereo.wav","NB-MN-AF","post",32,"kek","kik","E","IE","1","NB","MN","I",32,"kik-kek"
"1206",NA,NA,NA,NA,"29","sik-sec3.wav","NB-MN-AF","post",33,"sik","sec","E","IE","3","NB","MN","E",33,"sik-sec"
"1207",NA,NA,NA,NA,"29","sik-sec5.wav","NB-MN-AF","post",36,"sik","sec","E","IE","5","NB","MN","E",36,"sik-sec"
"1208",NA,NA,NA,NA,"29","pip-pep_continuumStep_3_stereo.wav","NB-MN-AF","post",42,"pip","pep","A","IE","3","NB","MN","I",42,"pip-pep"
"1209",NA,NA,NA,NA,"29","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","post",52,"kek","kik","E","IE","3","NB","MN","I",52,"kik-kek"
"1210",NA,NA,NA,NA,"29","pip-pep_continuumStep_1_stereo.wav","NB-MN-AF","post",56,"pip","pep","A","IE","1","NB","MN","I",56,"pip-pep"
"1211",NA,NA,NA,NA,"29","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","post",59,"pip","pep","A","IE","2","NB","MN","I",59,"pip-pep"
"1212",NA,NA,NA,NA,"29","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","post",60,"pip","pep","E","IE","6","NB","MN","E",60,"pip-pep"
"1213",NA,NA,NA,NA,"29","kik-kek_continuumStep_4_stereo.wav","NB-MN-AF","post",61,"kek","kik","E","IE","4","NB","MN","I",61,"kik-kek"
"1214",NA,NA,NA,NA,"29","sik-sec2.wav","NB-MN-AF","post",62,"sik","sec","A","IE","2","NB","MN","I",62,"sik-sec"
"1215",NA,NA,NA,NA,"29","sik-sec4.wav","NB-MN-AF","post",69,"sik","sec","E","IE","4","NB","MN","E",69,"sik-sec"
"1216",NA,NA,NA,NA,"29","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","post",71,"kek","kik","A","IE","7","NB","MN","E",71,"kik-kek"
"1217",NA,NA,NA,NA,"29","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","post",78,"kek","kik","A","IE","5","NB","MN","E",78,"kik-kek"
"1218",NA,NA,NA,NA,"29","sik-sec6.wav","NB-MN-AF","post",83,"sik","sec","E","IE","6","NB","MN","E",83,"sik-sec"
"1219",2,"kek","kik","E","30","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",2,"kik-kek"
"1220",3,"pip","pep","A","30","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",3,"pip-pep"
"1221",5,"sik","sec","E","30","sik-sec5.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",5,"sik-sec"
"1222",6,"kek","kik","A","30","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",6,"kik-kek"
"1223",15,"sik","sec","A","30","sik-sec1.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",15,"sik-sec"
"1224",16,"pip","pep","E","30","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",16,"pip-pep"
"1225",20,"kek","kik","A","30","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",20,"kik-kek"
"1226",23,"sik","sec","E","30","sik-sec4.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",23,"sik-sec"
"1227",27,"sik","sec","E","30","sik-sec3.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","E",27,"sik-sec"
"1228",29,"pip","pep","E","30","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","E",29,"pip-pep"
"1229",34,"sik","sec","E","30","sik-sec7.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",34,"sik-sec"
"1230",35,"sik","sec","A","30","sik-sec2.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",35,"sik-sec"
"1231",56,"pip","pep","A","30","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",56,"pip-pep"
"1232",63,"pip","pep","E","30","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",63,"pip-pep"
"1233",70,"pip","pep","E","30","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",70,"pip-pep"
"1234",72,"sik","sec","E","30","sik-sec6.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",72,"sik-sec"
"1235",74,"kek","kik","E","30","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",74,"kik-kek"
"1236",75,"kek","kik","E","30","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",75,"kik-kek"
"1237",81,"kek","kik","A","30","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",81,"kik-kek"
"1238",82,"kek","kik","A","30","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",82,"kik-kek"
"1239",83,"pip","pep","E","30","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",83,"pip-pep"
"1240",NA,NA,NA,NA,"30","sik-sec5.wav","NB-AF-MN","post",6,"sik","sec","E","IE","5","NB","AF","E",6,"sik-sec"
"1241",NA,NA,NA,NA,"30","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","post",7,"kek","kik","A","IE","6","NB","AF","E",7,"kik-kek"
"1242",NA,NA,NA,NA,"30","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","post",9,"kek","kik","A","IE","5","NB","AF","E",9,"kik-kek"
"1243",NA,NA,NA,NA,"30","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","post",21,"pip","pep","A","IE","2","NB","AF","I",21,"pip-pep"
"1244",NA,NA,NA,NA,"30","sik-sec6.wav","NB-AF-MN","post",24,"sik","sec","E","IE","6","NB","AF","E",24,"sik-sec"
"1245",NA,NA,NA,NA,"30","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","post",28,"kek","kik","A","IE","7","NB","AF","E",28,"kik-kek"
"1246",NA,NA,NA,NA,"30","sik-sec3.wav","NB-AF-MN","post",29,"sik","sec","E","IE","3","NB","AF","E",29,"sik-sec"
"1247",NA,NA,NA,NA,"30","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","post",30,"pip","pep","E","IE","5","NB","AF","E",30,"pip-pep"
"1248",NA,NA,NA,NA,"30","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","post",32,"kek","kik","E","IE","1","NB","AF","I",32,"kik-kek"
"1249",NA,NA,NA,NA,"30","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","post",33,"kek","kik","E","IE","2","NB","AF","I",33,"kik-kek"
"1250",NA,NA,NA,NA,"30","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","post",34,"pip","pep","E","IE","4","NB","AF","E",34,"pip-pep"
"1251",NA,NA,NA,NA,"30","sik-sec2.wav","NB-AF-MN","post",37,"sik","sec","A","IE","2","NB","AF","I",37,"sik-sec"
"1252",NA,NA,NA,NA,"30","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","post",48,"pip","pep","E","IE","7","NB","AF","E",48,"pip-pep"
"1253",NA,NA,NA,NA,"30","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","post",60,"pip","pep","E","IE","6","NB","AF","E",60,"pip-pep"
"1254",NA,NA,NA,NA,"30","sik-sec1.wav","NB-AF-MN","post",62,"sik","sec","A","IE","1","NB","AF","I",62,"sik-sec"
"1255",NA,NA,NA,NA,"30","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","post",69,"pip","pep","A","IE","1","NB","AF","I",69,"pip-pep"
"1256",NA,NA,NA,NA,"30","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","post",74,"kek","kik","E","IE","4","NB","AF","I",74,"kik-kek"
"1257",NA,NA,NA,NA,"30","sik-sec7.wav","NB-AF-MN","post",75,"sik","sec","E","IE","7","NB","AF","E",75,"sik-sec"
"1258",NA,NA,NA,NA,"30","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","post",76,"kek","kik","E","IE","3","NB","AF","I",76,"kik-kek"
"1259",NA,NA,NA,NA,"30","sik-sec4.wav","NB-AF-MN","post",77,"sik","sec","E","IE","4","NB","AF","E",77,"sik-sec"
"1260",NA,NA,NA,NA,"30","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","post",82,"pip","pep","A","IE","3","NB","AF","I",82,"pip-pep"
"1261",2,"pip","pep","A","31","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",2,"pip-pep"
"1262",10,"kek","kik","A","31","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",10,"kik-kek"
"1263",14,"pip","pep","E","31","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",14,"pip-pep"
"1264",16,"sik","sec","E","31","sik-sec5.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",16,"sik-sec"
"1265",20,"kek","kik","A","31","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",20,"kik-kek"
"1266",24,"sik","sec","A","31","sik-sec2.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",24,"sik-sec"
"1267",29,"sik","sec","E","31","sik-sec3.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","E",29,"sik-sec"
"1268",33,"pip","pep","A","31","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",33,"pip-pep"
"1269",38,"sik","sec","E","31","sik-sec6.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",38,"sik-sec"
"1270",40,"kek","kik","E","31","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",40,"kik-kek"
"1271",45,"kek","kik","A","31","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",45,"kik-kek"
"1272",46,"sik","sec","E","31","sik-sec4.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",46,"sik-sec"
"1273",47,"pip","pep","A","31","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",47,"pip-pep"
"1274",50,"kek","kik","E","31","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",50,"kik-kek"
"1275",51,"sik","sec","A","31","sik-sec1.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",51,"sik-sec"
"1276",52,"kek","kik","E","31","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",52,"kik-kek"
"1277",55,"kek","kik","A","31","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",55,"kik-kek"
"1278",64,"pip","pep","E","31","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",64,"pip-pep"
"1279",67,"pip","pep","A","31","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","I",67,"pip-pep"
"1280",76,"pip","pep","E","31","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",76,"pip-pep"
"1281",78,"sik","sec","E","31","sik-sec7.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",78,"sik-sec"
"1282",NA,NA,NA,NA,"31","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","post",1,"pip","pep","A","IE","2","NB","AF","I",1,"pip-pep"
"1283",NA,NA,NA,NA,"31","sik-sec2.wav","NB-AF-MN","post",2,"sik","sec","A","IE","2","NB","AF","I",2,"sik-sec"
"1284",NA,NA,NA,NA,"31","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","post",5,"pip","pep","E","IE","5","NB","AF","E",5,"pip-pep"
"1285",NA,NA,NA,NA,"31","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","post",8,"kek","kik","A","IE","6","NB","AF","E",8,"kik-kek"
"1286",NA,NA,NA,NA,"31","sik-sec1.wav","NB-AF-MN","post",10,"sik","sec","A","IE","1","NB","AF","I",10,"sik-sec"
"1287",NA,NA,NA,NA,"31","sik-sec5.wav","NB-AF-MN","post",23,"sik","sec","E","IE","5","NB","AF","E",23,"sik-sec"
"1288",NA,NA,NA,NA,"31","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","post",24,"kek","kik","A","IE","5","NB","AF","E",24,"kik-kek"
"1289",NA,NA,NA,NA,"31","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","post",30,"pip","pep","A","IE","1","NB","AF","I",30,"pip-pep"
"1290",NA,NA,NA,NA,"31","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","post",33,"kek","kik","E","IE","2","NB","AF","I",33,"kik-kek"
"1291",NA,NA,NA,NA,"31","sik-sec7.wav","NB-AF-MN","post",34,"sik","sec","E","IE","7","NB","AF","E",34,"sik-sec"
"1292",NA,NA,NA,NA,"31","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","post",36,"pip","pep","A","IE","3","NB","AF","I",36,"pip-pep"
"1293",NA,NA,NA,NA,"31","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","post",41,"kek","kik","E","IE","3","NB","AF","I",41,"kik-kek"
"1294",NA,NA,NA,NA,"31","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","post",44,"pip","pep","E","IE","6","NB","AF","E",44,"pip-pep"
"1295",NA,NA,NA,NA,"31","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","post",45,"kek","kik","A","IE","7","NB","AF","E",45,"kik-kek"
"1296",NA,NA,NA,NA,"31","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","post",48,"kek","kik","E","IE","1","NB","AF","I",48,"kik-kek"
"1297",NA,NA,NA,NA,"31","sik-sec4.wav","NB-AF-MN","post",51,"sik","sec","E","IE","4","NB","AF","E",51,"sik-sec"
"1298",NA,NA,NA,NA,"31","sik-sec6.wav","NB-AF-MN","post",67,"sik","sec","E","IE","6","NB","AF","E",67,"sik-sec"
